Individus,Cas SNIF,IICR,Taille,M,Echantillon,Omega,n_inf,M_inf,N0_inf
665,133,45,1x6,5,12,0.3,,,
666,134,45,1x6,5,12,0.5,,,
667,134,45,1x6,5,12,0.5,,,
668,134,45,1x6,5,12,0.5,,,
669,134,45,1x6,5,12,0.5,,,
670,134,45,1x6,5,12,0.5,,,
671,135,45,1x6,5,12,1,,,
672,135,45,1x6,5,12,1,,,
673,135,45,1x6,5,12,1,,,
674,135,45,1x6,5,12,1,,,
675,135,45,1x6,5,12,1,,,
676,136,46,1x6,5,13,0.3,,,
677,136,46,1x6,5,13,0.3,,,
678,136,46,1x6,5,13,0.3,,,
679,136,46,1x6,5,13,0.3,,,
680,136,46,1x6,5,13,0.3,,,
681,137,46,1x6,5,13,0.5,,,
682,137,46,1x6,5,13,0.5,,,
683,137,46,1x6,5,13,0.5,,,
684,137,46,1x6,5,13,0.5,,,
685,137,46,1x6,5,13,0.5,,,
686,138,46,1x6,5,13,1,,,
687,138,46,1x6,5,13,1,,,
688,138,46,1x6,5,13,1,,,
689,138,46,1x6,5,13,1,,,
690,138,46,1x6,5,13,1,,,
691,139,47,1x6,10,11,0.3,,,
692,139,47,1x6,10,11,0.3,,,
693,139,47,1x6,10,11,0.3,,,
694,139,47,1x6,10,11,0.3,,,
695,139,47,1x6,10,11,0.3,,,
696,140,47,1x6,10,11,0.5,,,
697,140,47,1x6,10,11,0.5,,,
698,140,47,1x6,10,11,0.5,,,
699,140,47,1x6,10,11,0.5,,,
700,140,47,1x6,10,11,0.5,,,
701,141,47,1x6,10,11,1,,,
702,141,47,1x6,10,11,1,,,
703,141,47,1x6,10,11,1,,,
704,141,47,1x6,10,11,1,,,
705,141,47,1x6,10,11,1,,,
706,142,48,1x6,10,12,0.3,,,
707,142,48,1x6,10,12,0.3,,,
708,142,48,1x6,10,12,0.3,,,
709,142,48,1x6,10,12,0.3,,,
710,142,48,1x6,10,12,0.3,,,
711,143,48,1x6,10,12,0.5,,,
712,143,48,1x6,10,12,0.5,,,
713,143,48,1x6,10,12,0.5,,,
714,143,48,1x6,10,12,0.5,,,
715,143,48,1x6,10,12,0.5,,,
716,144,48,1x6,10,12,1,,,
717,144,48,1x6,10,12,1,,,
718,144,48,1x6,10,12,1,,,
719,144,48,1x6,10,12,1,,,
720,144,48,1x6,10,12,1,,,
721,145,49,1x6,10,13,0.3,,,
722,145,49,1x6,10,13,0.3,,,
723,145,49,1x6,10,13,0.3,,,
724,145,49,1x6,10,13,0.3,,,
725,145,49,1x6,10,13,0.3,,,
726,146,49,1x6,10,13,0.5,,,
727,146,49,1x6,10,13,0.5,,,
728,146,49,1x6,10,13,0.5,,,
729,146,49,1x6,10,13,0.5,,,
730,146,49,1x6,10,13,0.5,,,
731,147,49,1x6,10,13,1,,,
732,147,49,1x6,10,13,1,,,
733,147,49,1x6,10,13,1,,,
734,147,49,1x6,10,13,1,,,
735,147,49,1x6,10,13,1,,,
736,148,50,1x6,50,11,0.3,,,
737,148,50,1x6,50,11,0.3,,,
738,148,50,1x6,50,11,0.3,,,
739,148,50,1x6,50,11,0.3,,,
740,148,50,1x6,50,11,0.3,,,
741,149,50,1x6,50,11,0.5,,,
742,149,50,1x6,50,11,0.5,,,
743,149,50,1x6,50,11,0.5,,,
744,149,50,1x6,50,11,0.5,,,
745,149,50,1x6,50,11,0.5,,,
746,150,50,1x6,50,11,1,,,
747,150,50,1x6,50,11,1,,,
748,150,50,1x6,50,11,1,,,
749,150,50,1x6,50,11,1,,,
750,150,50,1x6,50,11,1,,,
751,151,51,1x6,50,12,0.3,,,
752,151,51,1x6,50,12,0.3,,,
753,151,51,1x6,50,12,0.3,,,
754,151,51,1x6,50,12,0.3,,,
755,151,51,1x6,50,12,0.3,,,
756,152,51,1x6,50,12,0.5,,,
757,152,51,1x6,50,12,0.5,,,
758,152,51,1x6,50,12,0.5,,,
759,152,51,1x6,50,12,0.5,,,
760,152,51,1x6,50,12,0.5,,,
761,153,51,1x6,50,12,1,,,
762,153,51,1x6,50,12,1,,,
763,153,51,1x6,50,12,1,,,
764,153,51,1x6,50,12,1,,,
765,153,51,1x6,50,12,1,,,
766,154,52,1x6,50,13,0.3,,,
767,154,52,1x6,50,13,0.3,,,
768,154,52,1x6,50,13,0.3,,,
769,154,52,1x6,50,13,0.3,,,
770,154,52,1x6,50,13,0.3,,,
771,155,52,1x6,50,13,0.5,,,
772,155,52,1x6,50,13,0.5,,,
773,155,52,1x6,50,13,0.5,,,
774,155,52,1x6,50,13,0.5,,,
775,155,52,1x6,50,13,0.5,,,
776,156,52,1x6,50,13,1,,,
777,156,52,1x6,50,13,1,,,
778,156,52,1x6,50,13,1,,,
779,156,52,1x6,50,13,1,,,
780,156,52,1x6,50,13,1,,,
781,157,53,1x6,100,11,0.3,,,
782,157,53,1x6,100,11,0.3,,,
783,157,53,1x6,100,11,0.3,,,
784,157,53,1x6,100,11,0.3,,,
785,157,53,1x6,100,11,0.3,,,
786,158,53,1x6,100,11,0.5,,,
787,158,53,1x6,100,11,0.5,,,
788,158,53,1x6,100,11,0.5,,,
789,158,53,1x6,100,11,0.5,,,
790,158,53,1x6,100,11,0.5,,,
791,159,53,1x6,100,11,1,,,
792,159,53,1x6,100,11,1,,,
793,159,53,1x6,100,11,1,,,
794,159,53,1x6,100,11,1,,,
795,159,53,1x6,100,11,1,,,
796,160,54,1x6,100,12,0.3,,,
797,160,54,1x6,100,12,0.3,,,
798,160,54,1x6,100,12,0.3,,,
799,160,54,1x6,100,12,0.3,,,
800,160,54,1x6,100,12,0.3,,,
801,161,54,1x6,100,12,0.5,,,
802,161,54,1x6,100,12,0.5,,,
803,161,54,1x6,100,12,0.5,,,
804,161,54,1x6,100,12,0.5,,,
805,161,54,1x6,100,12,0.5,,,
806,162,54,1x6,100,12,1,,,
807,162,54,1x6,100,12,1,,,
808,162,54,1x6,100,12,1,,,
809,162,54,1x6,100,12,1,,,
810,162,54,1x6,100,12,1,,,
811,163,55,1x6,100,13,0.3,,,
812,163,55,1x6,100,13,0.3,,,
813,163,55,1x6,100,13,0.3,,,
814,163,55,1x6,100,13,0.3,,,
815,163,55,1x6,100,13,0.3,,,
816,164,55,1x6,100,13,0.5,,,
817,164,55,1x6,100,13,0.5,,,
818,164,55,1x6,100,13,0.5,,,
819,164,55,1x6,100,13,0.5,,,
820,164,55,1x6,100,13,0.5,,,
821,165,55,1x6,100,13,1,,,
822,165,55,1x6,100,13,1,,,
823,165,55,1x6,100,13,1,,,
824,165,55,1x6,100,13,1,,,
825,165,55,1x6,100,13,1,,,
826,166,56,1x7,1,11,0.3,,,
827,166,56,1x7,1,11,0.3,,,
828,166,56,1x7,1,11,0.3,,,
829,166,56,1x7,1,11,0.3,,,
830,166,56,1x7,1,11,0.3,,,
831,167,56,1x7,1,11,0.5,,,
832,167,56,1x7,1,11,0.5,,,
833,167,56,1x7,1,11,0.5,,,
834,167,56,1x7,1,11,0.5,,,
835,167,56,1x7,1,11,0.5,,,
836,168,56,1x7,1,11,1,,,
837,168,56,1x7,1,11,1,,,
838,168,56,1x7,1,11,1,,,
839,168,56,1x7,1,11,1,,,
840,168,56,1x7,1,11,1,,,
841,169,57,1x7,1,12,0.3,,,
842,169,57,1x7,1,12,0.3,,,
843,169,57,1x7,1,12,0.3,,,
844,169,57,1x7,1,12,0.3,,,
845,169,57,1x7,1,12,0.3,,,
846,170,57,1x7,1,12,0.5,,,
847,170,57,1x7,1,12,0.5,,,
848,170,57,1x7,1,12,0.5,,,
849,170,57,1x7,1,12,0.5,,,
850,170,57,1x7,1,12,0.5,,,
851,171,57,1x7,1,12,1,,,
852,171,57,1x7,1,12,1,,,
853,171,57,1x7,1,12,1,,,
854,171,57,1x7,1,12,1,,,
855,171,57,1x7,1,12,1,,,
856,172,58,1x7,1,13,0.3,,,
857,172,58,1x7,1,13,0.3,,,
858,172,58,1x7,1,13,0.3,,,
859,172,58,1x7,1,13,0.3,,,
860,172,58,1x7,1,13,0.3,,,
861,173,58,1x7,1,13,0.5,,,
862,173,58,1x7,1,13,0.5,,,
863,173,58,1x7,1,13,0.5,,,
864,173,58,1x7,1,13,0.5,,,
865,173,58,1x7,1,13,0.5,,,
866,174,58,1x7,1,13,1,,,
867,174,58,1x7,1,13,1,,,
868,174,58,1x7,1,13,1,,,
869,174,58,1x7,1,13,1,,,
870,174,58,1x7,1,13,1,,,
871,175,59,1x7,1,14,0.3,,,
872,175,59,1x7,1,14,0.3,,,
873,175,59,1x7,1,14,0.3,,,
874,175,59,1x7,1,14,0.3,,,
875,175,59,1x7,1,14,0.3,,,
876,176,59,1x7,1,14,0.5,,,
877,176,59,1x7,1,14,0.5,,,
878,176,59,1x7,1,14,0.5,,,
879,176,59,1x7,1,14,0.5,,,
880,176,59,1x7,1,14,0.5,,,
881,177,59,1x7,1,14,1,,,
882,177,59,1x7,1,14,1,,,
883,177,59,1x7,1,14,1,,,
884,177,59,1x7,1,14,1,,,
885,177,59,1x7,1,14,1,,,
886,178,60,1x7,5,11,0.3,,,
887,178,60,1x7,5,11,0.3,,,
888,178,60,1x7,5,11,0.3,,,
889,178,60,1x7,5,11,0.3,,,
890,178,60,1x7,5,11,0.3,,,
891,179,60,1x7,5,11,0.5,,,
892,179,60,1x7,5,11,0.5,,,
893,179,60,1x7,5,11,0.5,,,
894,179,60,1x7,5,11,0.5,,,
895,179,60,1x7,5,11,0.5,,,
896,180,60,1x7,5,11,1,,,
897,180,60,1x7,5,11,1,,,
898,180,60,1x7,5,11,1,,,
899,180,60,1x7,5,11,1,,,
900,180,60,1x7,5,11,1,,,
901,181,61,1x7,5,12,0.3,,,
902,181,61,1x7,5,12,0.3,,,
903,181,61,1x7,5,12,0.3,,,
904,181,61,1x7,5,12,0.3,,,
905,181,61,1x7,5,12,0.3,,,
906,182,61,1x7,5,12,0.5,,,
907,182,61,1x7,5,12,0.5,,,
908,182,61,1x7,5,12,0.5,,,
909,182,61,1x7,5,12,0.5,,,
910,182,61,1x7,5,12,0.5,,,
911,183,61,1x7,5,12,1,,,
912,183,61,1x7,5,12,1,,,
913,183,61,1x7,5,12,1,,,
914,183,61,1x7,5,12,1,,,
915,183,61,1x7,5,12,1,,,
916,184,62,1x7,5,13,0.3,,,
917,184,62,1x7,5,13,0.3,,,
918,184,62,1x7,5,13,0.3,,,
919,184,62,1x7,5,13,0.3,,,
920,184,62,1x7,5,13,0.3,,,
921,185,62,1x7,5,13,0.5,,,
922,185,62,1x7,5,13,0.5,,,
923,185,62,1x7,5,13,0.5,,,
924,185,62,1x7,5,13,0.5,,,
925,185,62,1x7,5,13,0.5,,,
926,186,62,1x7,5,13,1,,,
927,186,62,1x7,5,13,1,,,
928,186,62,1x7,5,13,1,,,
929,186,62,1x7,5,13,1,,,
930,186,62,1x7,5,13,1,,,
931,187,63,1x7,5,14,0.3,,,
932,187,63,1x7,5,14,0.3,,,
933,187,63,1x7,5,14,0.3,,,
934,187,63,1x7,5,14,0.3,,,
935,187,63,1x7,5,14,0.3,,,
936,188,63,1x7,5,14,0.5,,,
937,188,63,1x7,5,14,0.5,,,
938,188,63,1x7,5,14,0.5,,,
939,188,63,1x7,5,14,0.5,,,
940,188,63,1x7,5,14,0.5,,,
941,189,63,1x7,5,14,1,,,
942,189,63,1x7,5,14,1,,,
943,189,63,1x7,5,14,1,,,
944,189,63,1x7,5,14,1,,,
945,189,63,1x7,5,14,1,,,
946,190,64,1x7,10,11,0.3,,,
947,190,64,1x7,10,11,0.3,,,
948,190,64,1x7,10,11,0.3,,,
949,190,64,1x7,10,11,0.3,,,
950,190,64,1x7,10,11,0.3,,,
951,191,64,1x7,10,11,0.5,,,
952,191,64,1x7,10,11,0.5,,,
953,191,64,1x7,10,11,0.5,,,
954,191,64,1x7,10,11,0.5,,,
955,191,64,1x7,10,11,0.5,,,
956,192,64,1x7,10,11,1,,,
957,192,64,1x7,10,11,1,,,
958,192,64,1x7,10,11,1,,,
959,192,64,1x7,10,11,1,,,
960,192,64,1x7,10,11,1,,,
961,193,65,1x7,10,12,0.3,,,
962,193,65,1x7,10,12,0.3,,,
963,193,65,1x7,10,12,0.3,,,
964,193,65,1x7,10,12,0.3,,,
965,193,65,1x7,10,12,0.3,,,
966,194,65,1x7,10,12,0.5,,,
967,194,65,1x7,10,12,0.5,,,
968,194,65,1x7,10,12,0.5,,,
969,194,65,1x7,10,12,0.5,,,
970,194,65,1x7,10,12,0.5,,,
971,195,65,1x7,10,12,1,,,
972,195,65,1x7,10,12,1,,,
973,195,65,1x7,10,12,1,,,
974,195,65,1x7,10,12,1,,,
975,195,65,1x7,10,12,1,,,
976,196,66,1x7,10,13,0.3,,,
977,196,66,1x7,10,13,0.3,,,
978,196,66,1x7,10,13,0.3,,,
979,196,66,1x7,10,13,0.3,,,
980,196,66,1x7,10,13,0.3,,,
981,197,66,1x7,10,13,0.5,,,
982,197,66,1x7,10,13,0.5,,,
983,197,66,1x7,10,13,0.5,,,
984,197,66,1x7,10,13,0.5,,,
985,197,66,1x7,10,13,0.5,,,
986,198,66,1x7,10,13,1,,,
987,198,66,1x7,10,13,1,,,
988,198,66,1x7,10,13,1,,,
989,198,66,1x7,10,13,1,,,
990,198,66,1x7,10,13,1,,,
991,199,67,1x7,10,14,0.3,,,
992,199,67,1x7,10,14,0.3,,,
993,199,67,1x7,10,14,0.3,,,
994,199,67,1x7,10,14,0.3,,,
995,199,67,1x7,10,14,0.3,,,
996,200,67,1x7,10,14,0.5,,,
997,200,67,1x7,10,14,0.5,,,
998,200,67,1x7,10,14,0.5,,,
999,200,67,1x7,10,14,0.5,,,
1000,200,67,1x7,10,14,0.5,,,
1001,201,67,1x7,10,14,1,,,
1002,201,67,1x7,10,14,1,,,
1003,201,67,1x7,10,14,1,,,
1004,201,67,1x7,10,14,1,,,
1005,201,67,1x7,10,14,1,,,
1006,202,68,1x7,50,11,0.3,,,
1007,202,68,1x7,50,11,0.3,,,
1008,202,68,1x7,50,11,0.3,,,
1009,202,68,1x7,50,11,0.3,,,
1010,202,68,1x7,50,11,0.3,,,
1011,203,68,1x7,50,11,0.5,,,
1012,203,68,1x7,50,11,0.5,,,
1013,203,68,1x7,50,11,0.5,,,
1014,203,68,1x7,50,11,0.5,,,
1015,203,68,1x7,50,11,0.5,,,
1016,204,68,1x7,50,11,1,,,
1017,204,68,1x7,50,11,1,,,
1018,204,68,1x7,50,11,1,,,
1019,204,68,1x7,50,11,1,,,
1020,204,68,1x7,50,11,1,,,
1021,205,69,1x7,50,12,0.3,,,
1022,205,69,1x7,50,12,0.3,,,
1023,205,69,1x7,50,12,0.3,,,
1024,205,69,1x7,50,12,0.3,,,
1025,205,69,1x7,50,12,0.3,,,
1026,206,69,1x7,50,12,0.5,,,
1027,206,69,1x7,50,12,0.5,,,
1028,206,69,1x7,50,12,0.5,,,
1029,206,69,1x7,50,12,0.5,,,
1030,206,69,1x7,50,12,0.5,,,
1031,207,69,1x7,50,12,1,,,
1032,207,69,1x7,50,12,1,,,
1033,207,69,1x7,50,12,1,,,
1034,207,69,1x7,50,12,1,,,
1035,207,69,1x7,50,12,1,,,
1036,208,70,1x7,50,13,0.3,,,
1037,208,70,1x7,50,13,0.3,,,
1038,208,70,1x7,50,13,0.3,,,
1039,208,70,1x7,50,13,0.3,,,
1040,208,70,1x7,50,13,0.3,,,
1041,209,70,1x7,50,13,0.5,,,
1042,209,70,1x7,50,13,0.5,,,
1043,209,70,1x7,50,13,0.5,,,
1044,209,70,1x7,50,13,0.5,,,
1045,209,70,1x7,50,13,0.5,,,
1046,210,70,1x7,50,13,1,,,
1047,210,70,1x7,50,13,1,,,
1048,210,70,1x7,50,13,1,,,
1049,210,70,1x7,50,13,1,,,
1050,210,70,1x7,50,13,1,,,
1051,211,71,1x7,50,14,0.3,,,
1052,211,71,1x7,50,14,0.3,,,
1053,211,71,1x7,50,14,0.3,,,
1054,211,71,1x7,50,14,0.3,,,
1055,211,71,1x7,50,14,0.3,,,
1056,212,71,1x7,50,14,0.5,,,
1057,212,71,1x7,50,14,0.5,,,
1058,212,71,1x7,50,14,0.5,,,
1059,212,71,1x7,50,14,0.5,,,
1060,212,71,1x7,50,14,0.5,,,
1061,213,71,1x7,50,14,1,,,
1062,213,71,1x7,50,14,1,,,
1063,213,71,1x7,50,14,1,,,
1064,213,71,1x7,50,14,1,,,
1065,213,71,1x7,50,14,1,,,
1066,214,72,1x7,100,11,0.3,,,
1067,214,72,1x7,100,11,0.3,,,
1068,214,72,1x7,100,11,0.3,,,
1069,214,72,1x7,100,11,0.3,,,
1070,214,72,1x7,100,11,0.3,,,
1071,215,72,1x7,100,11,0.5,,,
1072,215,72,1x7,100,11,0.5,,,
1073,215,72,1x7,100,11,0.5,,,
1074,215,72,1x7,100,11,0.5,,,
1075,215,72,1x7,100,11,0.5,,,
1076,216,72,1x7,100,11,1,,,
1077,216,72,1x7,100,11,1,,,
1078,216,72,1x7,100,11,1,,,
1079,216,72,1x7,100,11,1,,,
1080,216,72,1x7,100,11,1,,,
1081,217,73,1x7,100,12,0.3,,,
1082,217,73,1x7,100,12,0.3,,,
1083,217,73,1x7,100,12,0.3,,,
1084,217,73,1x7,100,12,0.3,,,
1085,217,73,1x7,100,12,0.3,,,
1086,218,73,1x7,100,12,0.5,,,
1087,218,73,1x7,100,12,0.5,,,
1088,218,73,1x7,100,12,0.5,,,
1089,218,73,1x7,100,12,0.5,,,
1090,218,73,1x7,100,12,0.5,,,
1091,219,73,1x7,100,12,1,,,
1092,219,73,1x7,100,12,1,,,
1093,219,73,1x7,100,12,1,,,
1094,219,73,1x7,100,12,1,,,
1095,219,73,1x7,100,12,1,,,
1096,220,74,1x7,100,13,0.3,,,
1097,220,74,1x7,100,13,0.3,,,
1098,220,74,1x7,100,13,0.3,,,
1099,220,74,1x7,100,13,0.3,,,
1100,220,74,1x7,100,13,0.3,,,
1101,221,74,1x7,100,13,0.5,,,
1102,221,74,1x7,100,13,0.5,,,
1103,221,74,1x7,100,13,0.5,,,
1104,221,74,1x7,100,13,0.5,,,
1105,221,74,1x7,100,13,0.5,,,
1106,222,74,1x7,100,13,1,,,
1107,222,74,1x7,100,13,1,,,
1108,222,74,1x7,100,13,1,,,
1109,222,74,1x7,100,13,1,,,
1110,222,74,1x7,100,13,1,,,
1111,223,75,1x7,100,14,0.3,,,
1112,223,75,1x7,100,14,0.3,,,
1113,223,75,1x7,100,14,0.3,,,
1114,223,75,1x7,100,14,0.3,,,
1115,223,75,1x7,100,14,0.3,,,
1116,224,75,1x7,100,14,0.5,,,
1117,224,75,1x7,100,14,0.5,,,
1118,224,75,1x7,100,14,0.5,,,
1119,224,75,1x7,100,14,0.5,,,
1120,224,75,1x7,100,14,0.5,,,
1121,225,75,1x7,100,14,1,,,
1122,225,75,1x7,100,14,1,,,
1123,225,75,1x7,100,14,1,,,
1124,225,75,1x7,100,14,1,,,
1125,225,75,1x7,100,14,1,,,
1126,226,76,1x8,1,11,0.3,,,
1127,226,76,1x8,1,11,0.3,,,
1128,226,76,1x8,1,11,0.3,,,
1129,226,76,1x8,1,11,0.3,,,
1130,226,76,1x8,1,11,0.3,,,
1131,227,76,1x8,1,11,0.5,,,
1132,227,76,1x8,1,11,0.5,,,
1133,227,76,1x8,1,11,0.5,,,
1134,227,76,1x8,1,11,0.5,,,
1135,227,76,1x8,1,11,0.5,,,
1136,228,76,1x8,1,11,1,,,
1137,228,76,1x8,1,11,1,,,
1138,228,76,1x8,1,11,1,,,
1139,228,76,1x8,1,11,1,,,
1140,228,76,1x8,1,11,1,,,
1141,229,77,1x8,1,12,0.3,,,
1142,229,77,1x8,1,12,0.3,,,
1143,229,77,1x8,1,12,0.3,,,
1144,229,77,1x8,1,12,0.3,,,
1145,229,77,1x8,1,12,0.3,,,
1146,230,77,1x8,1,12,0.5,,,
1147,230,77,1x8,1,12,0.5,,,
1148,230,77,1x8,1,12,0.5,,,
1149,230,77,1x8,1,12,0.5,,,
1150,230,77,1x8,1,12,0.5,,,
1151,231,77,1x8,1,12,1,,,
1152,231,77,1x8,1,12,1,,,
1153,231,77,1x8,1,12,1,,,
1154,231,77,1x8,1,12,1,,,
1155,231,77,1x8,1,12,1,,,
1156,232,78,1x8,1,13,0.3,,,
1157,232,78,1x8,1,13,0.3,,,
1158,232,78,1x8,1,13,0.3,,,
1159,232,78,1x8,1,13,0.3,,,
1160,232,78,1x8,1,13,0.3,,,
1161,233,78,1x8,1,13,0.5,,,
1162,233,78,1x8,1,13,0.5,,,
1163,233,78,1x8,1,13,0.5,,,
1164,233,78,1x8,1,13,0.5,,,
1165,233,78,1x8,1,13,0.5,,,
1166,234,78,1x8,1,13,1,,,
1167,234,78,1x8,1,13,1,,,
1168,234,78,1x8,1,13,1,,,
1169,234,78,1x8,1,13,1,,,
1170,234,78,1x8,1,13,1,,,
1171,235,79,1x8,1,14,0.3,,,
1172,235,79,1x8,1,14,0.3,,,
1173,235,79,1x8,1,14,0.3,,,
1174,235,79,1x8,1,14,0.3,,,
1175,235,79,1x8,1,14,0.3,,,
1176,236,79,1x8,1,14,0.5,,,
1177,236,79,1x8,1,14,0.5,,,
1178,236,79,1x8,1,14,0.5,,,
1179,236,79,1x8,1,14,0.5,,,
1180,236,79,1x8,1,14,0.5,,,
1181,237,79,1x8,1,14,1,,,
1182,237,79,1x8,1,14,1,,,
1183,237,79,1x8,1,14,1,,,
1184,237,79,1x8,1,14,1,,,
1185,237,79,1x8,1,14,1,,,
1186,238,80,1x8,5,11,0.3,,,
1187,238,80,1x8,5,11,0.3,,,
1188,238,80,1x8,5,11,0.3,,,
1189,238,80,1x8,5,11,0.3,,,
1190,238,80,1x8,5,11,0.3,,,
1191,239,80,1x8,5,11,0.5,,,
1192,239,80,1x8,5,11,0.5,,,
1193,239,80,1x8,5,11,0.5,,,
1194,239,80,1x8,5,11,0.5,,,
1195,239,80,1x8,5,11,0.5,,,
1196,240,80,1x8,5,11,1,,,
1197,240,80,1x8,5,11,1,,,
1198,240,80,1x8,5,11,1,,,
1199,240,80,1x8,5,11,1,,,
1200,240,80,1x8,5,11,1,,,
1201,241,81,1x8,5,12,0.3,,,
1202,241,81,1x8,5,12,0.3,,,
1203,241,81,1x8,5,12,0.3,,,
1204,241,81,1x8,5,12,0.3,,,
1205,241,81,1x8,5,12,0.3,,,
1206,242,81,1x8,5,12,0.5,,,
1207,242,81,1x8,5,12,0.5,,,
1208,242,81,1x8,5,12,0.5,,,
1209,242,81,1x8,5,12,0.5,,,
1210,242,81,1x8,5,12,0.5,,,
1211,243,81,1x8,5,12,1,,,
1212,243,81,1x8,5,12,1,,,
1213,243,81,1x8,5,12,1,,,
1214,243,81,1x8,5,12,1,,,
1215,243,81,1x8,5,12,1,,,
1216,244,82,1x8,5,13,0.3,,,
1217,244,82,1x8,5,13,0.3,,,
1218,244,82,1x8,5,13,0.3,,,
1219,244,82,1x8,5,13,0.3,,,
1220,244,82,1x8,5,13,0.3,,,
1221,245,82,1x8,5,13,0.5,,,
1222,245,82,1x8,5,13,0.5,,,
1223,245,82,1x8,5,13,0.5,,,
1224,245,82,1x8,5,13,0.5,,,
1225,245,82,1x8,5,13,0.5,,,
1226,246,82,1x8,5,13,1,,,
1227,246,82,1x8,5,13,1,,,
1228,246,82,1x8,5,13,1,,,
1229,246,82,1x8,5,13,1,,,
1230,246,82,1x8,5,13,1,,,
1231,247,83,1x8,5,14,0.3,,,
1232,247,83,1x8,5,14,0.3,,,
1233,247,83,1x8,5,14,0.3,,,
1234,247,83,1x8,5,14,0.3,,,
1235,247,83,1x8,5,14,0.3,,,
1236,248,83,1x8,5,14,0.5,,,
1237,248,83,1x8,5,14,0.5,,,
1238,248,83,1x8,5,14,0.5,,,
1239,248,83,1x8,5,14,0.5,,,
1240,248,83,1x8,5,14,0.5,,,
1241,249,83,1x8,5,14,1,,,
1242,249,83,1x8,5,14,1,,,
1243,249,83,1x8,5,14,1,,,
1244,249,83,1x8,5,14,1,,,
1245,249,83,1x8,5,14,1,,,
1246,250,84,1x8,10,11,0.3,,,
1247,250,84,1x8,10,11,0.3,,,
1248,250,84,1x8,10,11,0.3,,,
1249,250,84,1x8,10,11,0.3,,,
1250,250,84,1x8,10,11,0.3,,,
1251,251,84,1x8,10,11,0.5,,,
1252,251,84,1x8,10,11,0.5,,,
1253,251,84,1x8,10,11,0.5,,,
1254,251,84,1x8,10,11,0.5,,,
1255,251,84,1x8,10,11,0.5,,,
1256,252,84,1x8,10,11,1,,,
1257,252,84,1x8,10,11,1,,,
1258,252,84,1x8,10,11,1,,,
1259,252,84,1x8,10,11,1,,,
1260,252,84,1x8,10,11,1,,,
1261,253,85,1x8,10,12,0.3,,,
1262,253,85,1x8,10,12,0.3,,,
1263,253,85,1x8,10,12,0.3,,,
1264,253,85,1x8,10,12,0.3,,,
1265,253,85,1x8,10,12,0.3,,,
1266,254,85,1x8,10,12,0.5,,,
1267,254,85,1x8,10,12,0.5,,,
1268,254,85,1x8,10,12,0.5,,,
1269,254,85,1x8,10,12,0.5,,,
1270,254,85,1x8,10,12,0.5,,,
1271,255,85,1x8,10,12,1,,,
1272,255,85,1x8,10,12,1,,,
1273,255,85,1x8,10,12,1,,,
1274,255,85,1x8,10,12,1,,,
1275,255,85,1x8,10,12,1,,,
1276,256,86,1x8,10,13,0.3,,,
1277,256,86,1x8,10,13,0.3,,,
1278,256,86,1x8,10,13,0.3,,,
1279,256,86,1x8,10,13,0.3,,,
1280,256,86,1x8,10,13,0.3,,,
1281,257,86,1x8,10,13,0.5,,,
1282,257,86,1x8,10,13,0.5,,,
1283,257,86,1x8,10,13,0.5,,,
1284,257,86,1x8,10,13,0.5,,,
1285,257,86,1x8,10,13,0.5,,,
1286,258,86,1x8,10,13,1,,,
1287,258,86,1x8,10,13,1,,,
1288,258,86,1x8,10,13,1,,,
1289,258,86,1x8,10,13,1,,,
1290,258,86,1x8,10,13,1,,,
1291,259,87,1x8,10,14,0.3,,,
1292,259,87,1x8,10,14,0.3,,,
1293,259,87,1x8,10,14,0.3,,,
1294,259,87,1x8,10,14,0.3,,,
1295,259,87,1x8,10,14,0.3,,,
1296,260,87,1x8,10,14,0.5,,,
1297,260,87,1x8,10,14,0.5,,,
1298,260,87,1x8,10,14,0.5,,,
1299,260,87,1x8,10,14,0.5,,,
1300,260,87,1x8,10,14,0.5,,,
1301,261,87,1x8,10,14,1,,,
1302,261,87,1x8,10,14,1,,,
1303,261,87,1x8,10,14,1,,,
1304,261,87,1x8,10,14,1,,,
1305,261,87,1x8,10,14,1,,,
1306,262,88,1x8,50,11,0.3,,,
1307,262,88,1x8,50,11,0.3,,,
1308,262,88,1x8,50,11,0.3,,,
1309,262,88,1x8,50,11,0.3,,,
1310,262,88,1x8,50,11,0.3,,,
1311,263,88,1x8,50,11,0.5,,,
1312,263,88,1x8,50,11,0.5,,,
1313,263,88,1x8,50,11,0.5,,,
1314,263,88,1x8,50,11,0.5,,,
1315,263,88,1x8,50,11,0.5,,,
1316,264,88,1x8,50,11,1,,,
1317,264,88,1x8,50,11,1,,,
1318,264,88,1x8,50,11,1,,,
1319,264,88,1x8,50,11,1,,,
1320,264,88,1x8,50,11,1,,,
1321,265,89,1x8,50,12,0.3,,,
1322,265,89,1x8,50,12,0.3,,,
1323,265,89,1x8,50,12,0.3,,,
1324,265,89,1x8,50,12,0.3,,,
1325,265,89,1x8,50,12,0.3,,,
1326,266,89,1x8,50,12,0.5,,,
1327,266,89,1x8,50,12,0.5,,,
1328,266,89,1x8,50,12,0.5,,,
1329,266,89,1x8,50,12,0.5,,,
1330,266,89,1x8,50,12,0.5,,,
1331,267,89,1x8,50,12,1,,,
1332,267,89,1x8,50,12,1,,,
1333,267,89,1x8,50,12,1,,,
